(19970,0,179,0):	0.01	0	0	0
(19970,0,195,0):	0.015	0.012	1	1
(19970,0,200,0):	0.025	0	0	0
(19970,1,1,0):	0	0.018	0	0
(19970,1,11,0):	0	0.024	0	0
(19970,1,29,0):	0	0.009	0	0
(19970,1,30,0):	0	0.007	0	0
(19970,1,39,0):	0	0.003	0	0
(19970,1,54,0):	0	0.019	0	0
(19970,1,99,0):	0	0.001	0	0
(19970,1,115,0):	0	0.021	1	1
(19970,1,123,0):	0	0.002	0	0
(19970,1,139,0):	0.009	0.005	0	0
(19970,1,150,0):	0.001	0.002	0	0
(19970,1,153,0):	0.01	0.005	0.839	0.933
(19970,1,154,0):	0.007	0	0	0
(19970,1,182,0):	0	0.015	0	0
(19971,0,15,0):	0.024	0	0	0
(19971,0,26,0):	0.025	0.008	1	1
(19971,0,28,0):	0.001	0	0	0
(19971,0,64,0):	0.007	0.002	0	0
(19971,0,74,0):	0.036	0.002	0	0
(19971,0,79,0):	0.003	0	0	0
(19971,0,82,0):	0.035	0	0	0
(19971,0,101,0):	0.029	0	0	0
(19971,0,106,0):	0.002	0.002	0	0
(19971,0,108,0):	0.033	0	0	0
(19971,0,117,0):	0.012	0	0	0
(19971,0,132,0):	0.01	0	0	0
(19971,0,143,0):	0.001	0	0	0
(19971,0,151,0):	0.008	0.003	0	0
(19971,0,176,0):	0.002	0	0	0
(19971,0,182,0):	0.046	0	1	1
(19971,0,187,0):	0.037	0	0.71	0.928
(19971,0,189,0):	0.007	0	0	0
(19971,1,6,0):	0.005	0	0	0
(19971,1,28,0):	0	0.014	0.743	0.885
(19971,1,90,0):	0.006	0.007	0.688	0.967
(19971,1,95,0):	0	0.001	0	0
(19971,1,131,0):	0.004	0.041	1	1
(19971,1,153,0):	0	0.009	0	0
(19971,1,161,0):	0.001	0.028	0	0
(19971,1,183,0):	0	0.003	0	0
(19971,1,187,0):	0.003	0.049	0.832	0.944
(19972,0,27,0):	0.027	0	1	1
(19972,0,44,0):	0.002	0	0	0
(19972,0,64,0):	0.008	0.007	0	0
(19972,0,69,0):	0.021	0	0	0
(19972,0,96,0):	0.005	0	0	0
(19972,0,115,0):	0	0.002	0	0
(19972,0,126,0):	0.004	0	0	0
(19972,0,145,0):	0.004	0	0	0
(19972,0,152,0):	0.034	0.005	0	0
(19972,0,189,0):	0.009	0	0	0
(19972,1,37,0):	0.001	0.029	0.889	0.992
(19972,1,75,0):	0	0.005	1	1
(19972,1,92,0):	0	0.014	0	0
(19972,1,102,0):	0.001	0.012	0	0
(19972,1,115,0):	0	0.014	0	0
(19972,1,121,0):	0.001	0.039	1	1
(19972,1,122,0):	0	0.031	0.986	0.998
(19972,1,133,0):	0.001	0.009	0	0
(19972,1,140,0):	0.001	0.004	0	0
(19972,1,142,0):	0	0.015	0	0
(19972,1,165,0):	0.001	0.015	0	0
(19972,1,170,0):	0	0.001	0	0
(19973,0,13,0):	0.027	0.005	0	0
(19973,0,25,0):	0.019	0.003	0	0
(19973,0,54,0):	0.008	0.001	0	0
(19973,0,67,0):	0	0.003	0	0
(19973,0,71,0):	0.015	0	0	0
(19973,0,85,0):	0.006	0	0	0
(19973,0,107,0):	0.002	0.001	0	0
(19973,0,110,0):	0.023	0	1	1
(19973,0,117,0):	0.006	0	0	0
(19973,0,134,0):	0.012	0.003	0	0
(19973,0,172,0):	0.035	0.002	0	0
(19973,0,179,0):	0.012	0	0	0
(19973,0,197,0):	0.002	0	0	0
(19973,0,216,0):	0	0.004	0	0
(19973,1,11,0):	0	0.01	0.949	0.979
(19973,1,25,0):	0	0.008	0	0
(19973,1,32,0):	0	0.004	0	0
(19973,1,94,0):	0	0.005	0	0
(19973,1,104,0):	0	0.003	0	0
(19973,1,105,0):	0.004	0.048	0.924	0.982
(19973,1,121,0):	0	0.022	1	1
(19973,1,124,0):	0.006	0.008	0.659	0.978
(19973,1,132,0):	0	0.002	0	0
(19973,1,148,0):	0.009	0.003	0	0
(19973,1,155,0):	0	0.014	0	0
(19973,1,171,0):	0.015	0	0	0
(19973,1,172,0):	0.002	0.013	0.645	0.938
(19973,1,183,0):	0	0.004	0	0
(19973,1,186,0):	0.007	0.012	0.81	0.939
(19973,1,189,0):	0	0.033	0.845	0.999
(19973,1,200,0):	0	0.006	0	0
(19974,0,2,0):	0.033	0.005	0.994	1
(19974,0,53,0):	0.022	0	1	0.999
(19974,0,59,0):	0.001	0	0	0
(19974,0,67,0):	0.008	0	0	0
(19974,0,76,0):	0	0.001	0	0
(19974,0,91,0):	0.012	0	0	0
(19974,0,103,0):	0.012	0	0	0
(19974,0,121,0):	0.031	0	0	0
(19974,0,147,0):	0.01	0	0	0
(19974,0,150,0):	0.02	0	0	0
(19974,1,13,0):	0.002	0.021	0	0
(19974,1,18,0):	0	0.008	1	1
(19974,1,26,0):	0	0.029	1	1
(19974,1,30,0):	0.001	0.026	0.852	0.972
(19974,1,31,0):	0	0.001	0	0
(19974,1,50,0):	0	0.035	0.964	0.999
(19974,1,56,0):	0	0.001	0	0
(19974,1,69,0):	0.002	0.018	0	0
(19974,1,71,0):	0.003	0.039	0.679	0.956
(19974,1,73,0):	0	0.001	0	0
(19974,1,110,0):	0.01	0.053	1	1
(19974,1,145,0):	0	0.007	0	0
(19974,1,165,0):	0.002	0	0	0
(19974,1,174,0):	0.004	0.006	0	0
(19974,1,181,0):	0	0.019	0	0
(19974,1,183,0):	0.001	0.024	0.82	0.992
(19974,1,189,0):	0	0.001	0	0
(19974,1,203,0):	0	0.013	0	0
(19974,1,205,0):	0	0.008	0	0
(19975,0,4,0):	0.008	0	0	0
(19975,0,19,0):	0	0.004	0	0
(19975,0,20,0):	0.015	0.001	0	0
(19975,0,40,0):	0.003	0	0	0
(19975,0,71,0):	0.004	0	0	0
(19975,0,74,0):	0.011	0	0	0
(19975,0,80,0):	0.009	0.005	1	1
(19975,0,101,0):	0.042	0	0	0
(19975,0,130,0):	0.001	0	0	0
(19975,0,131,0):	0.022	0	0	0
(19975,0,186,0):	0.011	0	0	0
(19975,0,197,0):	0.011	0	0	0
(19975,1,14,0):	0	0.007	0	0
(19975,1,19,0):	0	0.01	1	1
(19975,1,23,0):	0	0.025	0	0
(19975,1,34,0):	0.012	0	0	0
(19975,1,37,0):	0.001	0.003	0.815	0.983
(19975,1,59,0):	0	0.018	0.855	0.964
(19975,1,60,0):	0	0.002	0	0
(19975,1,83,0):	0	0.013	0	0
(19975,1,111,0):	0.002	0.064	0.759	0.956
(19975,1,120,0):	0	0.013	0	0
(19975,1,127,0):	0	0.009	0	0
(19975,1,131,0):	0	0.022	0	0
(19975,1,139,0):	0	0.01	0	0
(19975,1,141,0):	0	0.003	0	0
(19975,1,167,0):	0	0.003	0	0
(19975,1,170,0):	0	0.011	0	0
(19975,1,188,0):	0	0.029	0	0
(19976,0,5,0):	0.012	0.012	0	0
(19976,0,7,0):	0.033	0.001	0	0
(19976,0,27,0):	0.04	0.001	0	0
(19976,0,31,0):	0.002	0	0	0
(19976,0,41,0):	0.001	0	0	0
(19976,0,49,0):	0.01	0	0	0
(19976,0,73,0):	0.014	0	0	0
(19976,0,87,0):	0.003	0	0	0
(19976,0,110,0):	0.005	0.008	0	0
(19976,0,114,0):	0.011	0	0	0
(19976,0,130,0):	0.02	0	0.95	1
(19976,0,131,0):	0.013	0.001	0	0
(19976,0,153,0):	0.016	0	0	0
(19976,0,171,0):	0.006	0	0	0
(19976,0,172,0):	0.002	0	0	0
(19976,0,188,0):	0.014	0	0	0
(19976,0,196,0):	0.013	0	0	0
(19976,0,204,0):	0.02	0	0	0
(19976,0,214,0):	0.006	0	0	0
(19976,0,216,0):	0	0.006	0	0
(19976,0,217,0):	0.012	0	0	0
(19976,0,218,0):	0.003	0	0	0
(19976,1,29,0):	0.015	0	0	0
(19976,1,39,0):	0	0.019	0	0
(19976,1,40,0):	0.003	0	0	0
(19976,1,81,0):	0	0.003	0	0
(19976,1,86,0):	0	0.013	0.943	0.986
(19976,1,90,0):	0	0.008	0	0
(19976,1,124,0):	0.003	0.037	0	0
(19976,1,133,0):	0	0.002	0	0
(19976,1,139,0):	0	0.025	1	1
(19976,1,145,0):	0	0.006	0	0
(19976,1,213,0):	0	0.023	0.829	0.978
(19976,1,221,0):	0	0.005	0.844	0.948
(19977,0,12,0):	0.001	0	0	0
(19977,0,13,0):	0.017	0	0	0
(19977,0,15,0):	0.036	0	0	0
(19977,0,27,0):	0.035	0.003	0.833	0.986
(19977,0,32,0):	0.023	0	0	0
(19977,0,33,0):	0.009	0	0	0
(19977,0,34,0):	0.008	0.023	0.729	0.97
(19977,0,36,0):	0.011	0	0	0
(19977,0,38,0):	0.011	0	0	0
(19977,0,39,0):	0.002	0	0	0
(19977,0,54,0):	0	0.002	1	1
(19977,0,59,0):	0.013	0	0	0
(19977,0,75,0):	0.014	0	0	0
(19977,0,81,0):	0.028	0	0	0
(19977,0,105,0):	0.002	0	0	0
(19977,0,110,0):	0.008	0	0	0
(19977,0,114,0):	0.001	0	0	0
(19977,0,142,0):	0.012	0	0.889	0.989
(19977,0,155,0):	0	0.002	0	0
(19977,0,162,0):	0.001	0	0	0
(19977,0,186,0):	0.004	0.001	0	0
(19977,1,3,0):	0	0.01	0	0
(19977,1,21,0):	0	0.008	0	0
(19977,1,34,0):	0.012	0.013	0	0
(19977,1,42,0):	0.002	0.043	1	1
(19977,1,64,0):	0	0.001	0	0
(19977,1,101,0):	0	0.02	1	1
(19977,1,134,0):	0.001	0.015	0	0
(19977,1,157,0):	0	0.025	1	1
(19978,0,11,0):	0.04	0	0	0
(19978,0,43,0):	0.003	0	0	0
(19978,0,48,0):	0.004	0	0	0
(19978,0,49,0):	0.001	0	0	0
(19978,0,53,0):	0.001	0.003	0	0
(19978,0,75,0):	0.005	0	0	0
(19978,0,97,0):	0.004	0.002	0.82	0.988
(19978,0,125,0):	0.008	0	0	0
(19978,0,138,0):	0.005	0	0	0
(19978,0,144,0):	0.011	0.009	0	0
(19978,0,150,0):	0.011	0.002	1	1
(19978,0,165,0):	0.003	0	0	0
(19978,0,173,0):	0	0.003	0.536	0.915
(19978,0,179,0):	0.001	0	0	0
(19978,0,195,0):	0.025	0	0	0
(19978,0,203,0):	0.013	0	0.937	0.996
(19978,1,8,0):	0.005	0	0.82	0.965
(19978,1,11,0):	0	0.003	0	0
(19978,1,40,0):	0	0.004	0	0
(19978,1,56,0):	0	0.004	0.727	0.937
(19978,1,76,0):	0	0.029	0	0
(19978,1,81,0):	0.011	0.041	0.79	0.959
(19978,1,94,0):	0.006	0.003	0	0
(19978,1,126,0):	0.001	0.003	0	0
(19978,1,173,0):	0	0.015	1	1
(19978,1,185,0):	0	0.027	1	1
(19978,1,190,0):	0.001	0.003	0	0
(19979,0,5,0):	0.008	0.008	0	0
(19979,0,32,0):	0.005	0	0	0
(19979,0,33,0):	0.002	0	0	0
(19979,0,42,0):	0.018	0	0.815	0.948
(19979,0,46,0):	0.028	0.001	0.73	0.921
(19979,0,52,0):	0.009	0	0	0
(19979,0,54,0):	0.001	0	0	0
(19979,0,58,0):	0.007	0.002	0	0
(19979,0,68,0):	0.002	0	0	0
(19979,0,75,0):	0.003	0	0	0
(19979,0,91,0):	0.003	0.002	0	0
(19979,0,98,0):	0.014	0	0	0
(19979,0,104,0):	0.024	0	0	0
(19979,0,108,0):	0.02	0	0	0
(19979,0,118,0):	0	0.004	0	0
(19979,0,122,0):	0.032	0.001	0	0
(19979,0,124,0):	0.016	0	1	1
(19979,0,150,0):	0.006	0	0	0
(19979,0,183,0):	0.005	0	0	0
(19979,0,184,0):	0.007	0.005	1	1
(19979,0,187,0):	0.005	0	0	0
(19979,0,202,0):	0.006	0	0	0
(19979,0,206,0):	0.013	0	1	1
(19979,0,215,0):	0.002	0	0	0
(19979,1,9,0):	0.005	0	0	0
(19979,1,92,0):	0	0.018	0	0
(19979,1,105,0):	0	0.007	0	0
(19979,1,134,0):	0	0.002	0	0
(19979,1,146,0):	0.004	0.001	0	0
(19979,1,157,0):	0	0.012	0	0
(19979,1,160,0):	0	0.006	0	0
(19979,1,161,0):	0	0.034	0	0
(19979,1,163,0):	0	0.001	0	0
(19980,0,13,0):	0.003	0	0	0
(19980,0,18,0):	0.008	0	0	0
(19980,0,32,0):	0.01	0	0	0
(19980,0,84,0):	0.001	0.002	0	0
(19980,0,99,0):	0.012	0	0	0
(19980,0,108,0):	0.004	0	0.901	0.966
(19980,0,118,0):	0.005	0	0	0
(19980,0,138,0):	0.02	0.013	0.654	0.897
(19980,0,148,0):	0.001	0	0	0
(19980,0,153,0):	0.011	0.001	1	1
(19980,0,172,0):	0.006	0	0	0
(19980,0,189,0):	0.006	0	0	0
(19980,0,210,0):	0.007	0	0	0
(19980,0,212,0):	0.006	0.002	0	0
(19980,0,217,0):	0	0.008	0	0
(19980,0,219,0):	0.051	0	1	1
(19980,0,220,0):	0.003	0	0	0
(19980,1,45,0):	0	0.003	0	0
(19980,1,71,0):	0	0.001	0	0
(19980,1,74,0):	0	0.002	1	1
(19980,1,76,0):	0.007	0.009	0	0
(19980,1,106,0):	0	0.019	0.968	0.973
(19980,1,108,0):	0	0.013	0	0
(19980,1,143,0):	0	0.007	0	0
(19980,1,155,0):	0	0.011	0.826	0.995
(19980,1,178,0):	0	0.005	0	0
(19980,1,182,0):	0	0.007	0	0
(19980,1,204,0):	0	0.012	0.934	0.999
(19980,1,208,0):	0	0.004	0	0
(19980,1,210,0):	0.001	0.03	0.845	0.965
(19980,1,214,0):	0	0.013	0.874	0.98
(19980,1,216,0):	0	0.007	0	0
(19981,0,3,0):	0.001	0	0	0
(19981,0,25,0):	0.006	0	0	0
(19981,0,46,0):	0.006	0	0	0
(19981,0,48,0):	0.002	0	0	0
(19981,0,60,0):	0.016	0	0	0
(19981,0,64,0):	0.018	0	0	0
(19981,0,67,0):	0.005	0	0	0
(19981,0,74,0):	0.003	0	0	0
(19981,0,95,0):	0.001	0.001	0	0
(19981,0,104,0):	0.012	0	0.984	0.99
(19981,0,127,0):	0.02	0.001	0	0
(19981,0,128,0):	0.009	0	0	0
(19981,0,136,0):	0.006	0	0	0
(19981,0,138,0):	0.005	0.001	0	0
(19981,0,143,0):	0.009	0	0	0
(19981,0,154,0):	0	0.034	0	0
(19981,0,187,0):	0.024	0	1	1
(19981,0,189,0):	0.006	0	0	0
(19981,1,27,0):	0	0.006	0	0
(19981,1,29,0):	0	0.005	0	0
(19981,1,31,0):	0.001	0.012	0	0
(19981,1,33,0):	0.005	0.015	0	0
(19981,1,59,0):	0	0.003	0	0
(19981,1,71,0):	0	0.01	0.826	0.99
(19981,1,75,0):	0	0.038	0.891	0.952
(19981,1,77,0):	0	0.007	0	0
(19981,1,102,0):	0	0.001	0	0
(19981,1,111,0):	0.001	0.018	0	0
(19981,1,116,0):	0	0.004	0.984	1
(19981,1,124,0):	0	0.001	1	1
(19981,1,125,0):	0	0.032	0.792	0.996
(19981,1,139,0):	0	0.015	0	0
(19981,1,145,0):	0	0.005	0	0
(19981,1,151,0):	0	0.001	0	0
(19981,1,163,0):	0	0.027	0	0
(19981,1,178,0):	0	0.003	0	0
(19981,1,182,0):	0	0.004	0	0
(19981,1,204,0):	0	0.02	0	0
(19981,1,206,0):	0	0.03	0	0
(19982,0,8,0):	0.016	0	0	0
(19982,0,33,0):	0.009	0	0	0
(19982,0,36,0):	0.004	0	0	0
(19982,0,47,0):	0.022	0	0	0
(19982,0,58,0):	0.009	0	0	0
(19982,0,64,0):	0.003	0	0	0
(19982,0,66,0):	0.004	0.001	0.935	0.959
(19982,0,74,0):	0.001	0	0.865	0.963
(19982,0,79,0):	0	0.002	0	0
(19982,0,93,0):	0.009	0	0	0
(19982,0,102,0):	0.011	0	0	0
(19982,0,103,0):	0.006	0	0	0
(19982,0,118,0):	0.003	0	0	0
(19982,0,201,0):	0	0.006	0	0
(19982,0,205,0):	0.01	0	0	0
(19982,0,206,0):	0.009	0	0	0
(19982,0,209,0):	0	0.007	0	0
(19982,1,1,0):	0	0.005	0.774	0.852
(19982,1,6,0):	0	0.001	0	0
(19982,1,13,0):	0	0.007	0	0
(19982,1,14,0):	0	0.001	0	0
(19982,1,34,0):	0	0.014	1	1
(19982,1,48,0):	0.003	0.021	0.913	0.997
(19982,1,60,0):	0	0.007	0	0
(19982,1,79,0):	0	0.004	0	0
(19982,1,85,0):	0	0.001	0	0
(19982,1,104,0):	0	0.003	0	0
(19982,1,121,0):	0	0.005	0	0
(19982,1,131,0):	0	0.035	0	0
(19982,1,155,0):	0.001	0.029	0	0
(19982,1,159,0):	0	0.002	0	0
(19982,1,162,0):	0	0.019	0	0
(19982,1,173,0):	0	0.003	0	0
(19982,1,186,0):	0	0.003	0	0
(19982,1,197,0):	0	0.005	0	0
(19982,1,214,0):	0.004	0.02	1	1
(19983,0,2,0):	0.016	0	0	0
(19983,0,8,0):	0.003	0	0	0
(19983,0,20,0):	0.008	0	0	0
(19983,0,28,0):	0.005	0	0	0
(19983,0,43,0):	0.007	0	0	0
(19983,0,66,0):	0.004	0	0	0
(19983,0,69,0):	0.004	0	0.983	0.97
(19983,0,123,0):	0.003	0	0	0
(19983,0,129,0):	0.008	0	0	0
(19983,0,138,0):	0.001	0	0	0
(19983,0,149,0):	0.008	0.002	0.804	0.927
(19983,0,150,0):	0.012	0	0	0
(19983,0,151,0):	0.021	0	0	0
(19983,0,163,0):	0.011	0	0	0
(19983,0,165,0):	0.02	0.003	0	0
(19983,0,170,0):	0.002	0	0	0
(19983,0,175,0):	0.011	0	0	0
(19983,0,178,0):	0.012	0	0	0
(19983,0,182,0):	0.001	0.001	0	0
(19983,0,188,0):	0.003	0	0	0
(19983,0,191,0):	0.004	0	0	0
(19983,0,195,0):	0.002	0	0	0
(19983,1,7,0):	0	0.008	0	0
(19983,1,26,0):	0.001	0.026	0	0
(19983,1,39,0):	0	0.001	0	0
(19983,1,42,0):	0	0.006	0	0
(19983,1,46,0):	0	0.005	0.802	0.955
(19983,1,47,0):	0	0.005	0	0
(19983,1,58,0):	0	0.013	0.84	0.96
(19983,1,62,0):	0	0.012	0	0
(19983,1,75,0):	0	0.01	0	0
(19983,1,78,0):	0	0.014	0	0
(19983,1,91,0):	0	0.01	0.699	0.949
(19983,1,116,0):	0	0.007	0.907	0.991
(19983,1,120,0):	0	0.002	0	0
(19983,1,122,0):	0	0.003	0	0
(19983,1,129,0):	0	0.01	0.838	0.908
(19983,1,132,0):	0	0.017	1	1
(19983,1,136,0):	0.009	0.013	0.743	0.901
(19983,1,155,0):	0	0.017	0	0
(19983,1,157,0):	0	0.006	0	0
(19983,1,165,0):	0	0.005	0	0
(19983,1,171,0):	0	0.009	0	0
(19983,1,172,0):	0	0.005	0	0
(19983,1,182,0):	0	0.004	0	0
(19983,1,183,0):	0	0.006	0	0
(19983,1,206,0):	0	0.002	0	0
(19984,0,2,0):	0.008	0	0	0
(19984,0,8,0):	0.002	0	0	0
(19984,0,10,0):	0.022	0	0	0
(19984,0,17,0):	0.004	0	0	0
(19984,0,45,0):	0.004	0	0	0
(19984,0,57,0):	0.021	0	0	0
(19984,0,74,0):	0.003	0	0	0
(19984,0,86,0):	0.014	0	0	0
(19984,0,95,0):	0.005	0.001	0	0
(19984,0,110,0):	0.006	0.004	0	0
(19984,0,134,0):	0.008	0	0	0
(19984,0,148,0):	0.001	0	0	0
(19984,0,150,0):	0.015	0	0.803	0.964
(19984,0,159,0):	0.003	0	0	0
(19984,0,169,0):	0.004	0	0	0
(19984,0,185,0):	0.01	0.001	0	0
(19984,0,189,0):	0.009	0.003	0	0
(19984,0,204,0):	0.011	0	0	0
(19984,0,207,0):	0.001	0	0	0
(19984,0,208,0):	0.013	0	0	0
(19984,0,221,0):	0.008	0	0.707	0.931
(19984,1,22,0):	0	0.002	0	0
(19984,1,35,0):	0	0.001	0	0
(19984,1,46,0):	0	0.001	0	0
(19984,1,49,0):	0	0.003	0	0
(19984,1,58,0):	0.002	0.013	1	1
(19984,1,63,0):	0	0.006	0	0
(19984,1,69,0):	0.002	0.013	0	0
(19984,1,79,0):	0	0.001	0	0
(19984,1,81,0):	0	0.019	0	0
(19984,1,96,0):	0	0.019	1	1
(19984,1,98,0):	0	0.003	0	0
(19984,1,102,0):	0	0.003	1	1
(19984,1,126,0):	0	0.005	0	0
(19984,1,134,0):	0	0.003	0	0
(19984,1,138,0):	0	0.001	0	0
(19984,1,171,0):	0.003	0.002	0	0
(19984,1,176,0):	0	0.01	0	0
(19984,1,187,0):	0	0.025	0	0
(19984,1,190,0):	0	0.01	0	0
(19984,1,191,0):	0	0.001	0	0
(19985,0,12,0):	0.008	0	0	0
(19985,0,18,0):	0.006	0	0	0
(19985,0,20,0):	0.011	0	0	0
(19985,0,22,0):	0.007	0	0	0
(19985,0,27,0):	0.006	0	0	0
(19985,0,29,0):	0.002	0	0	0
(19985,0,34,0):	0.003	0	0	0
(19985,0,48,0):	0.009	0	0	0
(19985,0,61,0):	0.026	0.001	1	1
(19985,0,64,0):	0.006	0	0	0
(19985,0,73,0):	0.009	0	0	0
(19985,0,85,0):	0.008	0	0	0
(19985,0,95,0):	0.008	0	0	0
(19985,0,105,0):	0.004	0	0	0
(19985,0,123,0):	0.002	0	0	0
(19985,0,126,0):	0.003	0	0	0
(19985,0,130,0):	0.002	0	0	0
(19985,0,136,0):	0.002	0	0	0
(19985,0,137,0):	0.005	0	0	0
(19985,0,154,0):	0.003	0	0	0
(19985,0,197,0):	0.003	0	0	0
(19985,1,9,0):	0	0.001	0	0
(19985,1,20,0):	0	0.01	0	0
(19985,1,28,0):	0	0.016	0.905	0.969
(19985,1,30,0):	0	0.003	0	0
(19985,1,51,0):	0	0.019	0	0
(19985,1,53,0):	0	0.016	0	0
(19985,1,54,0):	0	0.012	0	0
(19985,1,55,0):	0	0.005	0	0
(19985,1,76,0):	0	0.005	0.515	0.912
(19985,1,77,0):	0	0.033	1	1
(19985,1,81,0):	0	0.008	0	0
(19985,1,83,0):	0	0.006	0	0
(19985,1,89,0):	0	0.007	0	0
(19985,1,96,0):	0.005	0.011	1	1
(19985,1,101,0):	0	0.004	0	0
(19985,1,111,0):	0.001	0.019	0.759	0.948
(19985,1,128,0):	0.001	0.002	0	0
(19985,1,133,0):	0	0.017	1	1
(19985,1,138,0):	0	0.001	0	0
(19985,1,159,0):	0	0.003	0	0
(19985,1,166,0):	0	0.006	0	0
(19985,1,172,0):	0	0.002	0	0
(19985,1,175,0):	0.007	0.021	0.831	0.959
(19986,0,2,0):	0.013	0	0	0
(19986,0,25,0):	0.002	0	0	0
(19986,0,31,0):	0.002	0	0	0
(19986,0,35,0):	0.012	0	0	0
(19986,0,51,0):	0.002	0	0	0
(19986,0,62,0):	0.004	0	0	0
(19986,0,80,0):	0.008	0.002	0	0
(19986,0,82,0):	0.002	0.002	0	0
(19986,0,90,0):	0.002	0	0	0
(19986,0,108,0):	0.005	0	0	0
(19986,0,113,0):	0.001	0	0	0
(19986,0,122,0):	0.011	0	0	0
(19986,0,124,0):	0.007	0	0	0
(19986,0,135,0):	0.004	0	0	0
(19986,0,145,0):	0.004	0	0	0
(19986,0,146,0):	0.003	0	0	0
(19986,0,153,0):	0.005	0	0	0
(19986,0,154,0):	0.009	0	0	0
(19986,0,156,0):	0.004	0	0	0
(19986,0,160,0):	0.006	0	1	1
(19986,0,173,0):	0.001	0	0	0
(19986,0,180,0):	0.005	0	0	0
(19986,0,181,0):	0.016	0	0	0
(19986,0,193,0):	0.004	0	0	0
(19986,0,194,0):	0.007	0	0	0
(19986,0,195,0):	0.005	0	0	0
(19986,0,197,0):	0.004	0.008	0	0
(19986,0,205,0):	0.009	0	0	0
(19986,0,208,0):	0.002	0	0	0
(19986,0,215,0):	0.014	0	0	0
(19986,0,219,0):	0	0.006	0	0
(19986,1,13,0):	0	0.007	0	0
(19986,1,29,0):	0	0.015	0	0
(19986,1,41,0):	0	0.003	0	0
(19986,1,45,0):	0	0.008	0	0
(19986,1,46,0):	0	0.003	0	0
(19986,1,54,0):	0	0.005	0	0
(19986,1,57,0):	0.003	0.031	0.964	0.967
(19986,1,65,0):	0	0.004	0	0
(19986,1,74,0):	0	0.003	0	0
(19986,1,84,0):	0	0.005	0	0
(19986,1,88,0):	0	0.006	0	0
(19986,1,98,0):	0	0.005	0	0
(19986,1,100,0):	0	0.007	0	0
(19986,1,104,0):	0	0.004	0	0
(19986,1,105,0):	0	0.006	0	0
(19986,1,111,0):	0	0.001	0	0
(19986,1,125,0):	0.003	0.001	0	0
(19986,1,127,0):	0	0.003	0	0
(19986,1,128,0):	0.001	0.019	0	0
(19986,1,130,0):	0	0.002	0	0
(19986,1,132,0):	0	0.003	0	0
(19986,1,134,0):	0	0.011	0	0
(19986,1,135,0):	0	0.003	0	0
(19986,1,138,0):	0	0.001	0	0
(19986,1,148,0):	0	0.045	1	1
(19986,1,158,0):	0	0.008	0	0
(19986,1,160,0):	0.002	0.003	0	0
(19986,1,163,0):	0	0.003	0	0
(19986,1,167,0):	0	0.008	0	0
(19986,1,173,0):	0	0.006	0	0
(19986,1,183,0):	0	0.003	0	0
(19986,1,187,0):	0	0.015	0.542	0.873
(19986,1,198,0):	0	0.008	1	1
(19986,1,199,0):	0	0.013	0	0
(19986,1,200,0):	0	0.015	1	1
(19987,0,4,0):	0.009	0.001	0	0
(19987,0,10,0):	0.008	0	0	0
(19987,0,12,0):	0.007	0	0	0
(19987,0,25,0):	0.012	0.001	0	0
(19987,0,28,0):	0.009	0	0	0
(19987,0,57,0):	0.001	0	0	0
(19987,0,59,0):	0.001	0	0	0
(19987,0,66,0):	0.004	0.003	0	0
(19987,0,73,0):	0.009	0	0	0
(19987,0,80,0):	0.003	0	0	0
(19987,0,85,0):	0.005	0	0	0
(19987,0,94,0):	0.02	0	0	0
(19987,0,96,0):	0.004	0	0	0
(19987,0,99,0):	0.009	0	0	0
(19987,0,103,0):	0.005	0	0	0
(19987,0,108,0):	0.026	0.001	0.893	0.921
(19987,0,114,0):	0.023	0	0	0
(19987,0,135,0):	0.006	0	0	0
(19987,0,137,0):	0.001	0	0	0
(19987,0,152,0):	0.006	0	0	0
(19987,0,153,0):	0.002	0	0	0
(19987,0,168,0):	0.005	0	0	0
(19987,0,185,0):	0.018	0	0	0
(19987,0,192,0):	0.004	0	0	0
(19987,0,194,0):	0.012	0	0.841	0.97
(19987,0,200,0):	0.003	0	0	0
(19987,0,207,0):	0.026	0	0.773	0.929
(19987,1,36,0):	0	0.001	0	0
(19987,1,37,0):	0.001	0	0	0
(19987,1,42,0):	0.005	0.013	0	0
(19987,1,48,0):	0	0.003	0	0
(19987,1,54,0):	0	0.002	0	0
(19987,1,55,0):	0	0.002	0	0
(19987,1,61,0):	0.003	0	0	0
(19987,1,88,0):	0.001	0	0	0
(19987,1,95,0):	0.006	0	0	0
(19987,1,106,0):	0	0.013	1	1
(19987,1,112,0):	0	0.003	0	0
(19987,1,113,0):	0	0.001	0	0
(19987,1,114,0):	0	0.012	0	0
(19987,1,119,0):	0	0.001	0	0
(19987,1,123,0):	0	0.006	0	0
(19987,1,129,0):	0	0.003	0	0
(19987,1,145,0):	0	0.004	0.913	0.99
(19987,1,147,0):	0	0.007	0	0
(19987,1,158,0):	0	0.009	0	0
(19987,1,161,0):	0	0.014	0	0
(19988,0,25,0):	0.003	0	0	0
(19988,0,31,0):	0.003	0	0	0
(19988,0,34,0):	0.011	0	0	0
(19988,0,51,0):	0.023	0.002	0	0
(19988,0,95,0):	0.007	0	0	0
(19988,0,113,0):	0.02	0	0.865	0.933
(19988,0,118,0):	0.004	0	0	0
(19988,0,119,0):	0.02	0	0.86	0.976
(19988,0,123,0):	0.009	0	0	0
(19988,0,140,0):	0.003	0	0	0
(19988,0,153,0):	0.006	0	0	0
